"source","target","weight"
"schubin_vollmondzauber02_1899.txt","schubin_vollmondzauber01_1899.txt",6
"schubin_vollmondzauber02_1899.txt","strindberg_inselbauern_1918.txt",5
"schubin_vollmondzauber02_1899.txt","strindberg_magd_1921.txt",4
"schubin_vollmondzauber02_1899.txt","hauptmann_bahnwaerter_1892.txt",3
"schubin_vollmondzauber02_1899.txt","raabe_odfeld_1889.txt",2
"schubin_vollmondzauber02_1899.txt","wassermann_moloch_1902.txt",1
"hamsun_weiber_1922.txt","akunian_fluegel_1895.txt",10
"hamsun_weiber_1922.txt","sturza_geluebde_1905.txt",9
"hamsun_weiber_1922.txt","sapper_vater_1915.txt",8
"hamsun_weiber_1922.txt","tolstoy_anna1_1920.txt",7
"hamsun_weiber_1922.txt","sapper_pfaffling_1907.txt",6
"hamsun_weiber_1922.txt","sapper_dummerle_1905.txt",5
"hamsun_weiber_1922.txt","heiberg_charaktere_1901.txt",4
"hamsun_weiber_1922.txt","akunian_bittersuess_1891.txt",3
"hamsun_weiber_1922.txt","bonsels_maja_1912.txt",2
"hamsun_weiber_1922.txt","bierbaum_stilpe_1897.txt",1
"hamsun_sklaven_1922.txt","dickens_zwei_1859.txt",10
"hamsun_sklaven_1922.txt","tolstoy_herr_1916.txt",9
"hamsun_sklaven_1922.txt","kraft_medizinmann_1896.txt",8
"hamsun_sklaven_1922.txt","storm_riew_1885.txt",7
"hamsun_sklaven_1922.txt","storm_schimmelreiter_1888.txt",6
"hamsun_sklaven_1922.txt","schnitzler_traumnovelle_1926.txt",5
"hamsun_sklaven_1922.txt","dickens_twist_1111.txt",4
"hamsun_sklaven_1922.txt","meissner_prinzessin_1882.txt",3
"hamsun_sklaven_1922.txt","schnitzler_tanzerin_1905.txt",2
"hamsun_sklaven_1922.txt","storm_doppelgaenger_1887.txt",1
"strindberg_magd_1921.txt","hesse_Rad_1906.txt",10
"strindberg_magd_1921.txt","schubin_vollmondzauber02_1899.txt",9
"strindberg_magd_1921.txt","wassermann_moloch_1902.txt",8
"strindberg_magd_1921.txt","schubin_vollmondzauber01_1899.txt",7
"strindberg_magd_1921.txt","flaubert_bovary_1857.txt",6
"strindberg_magd_1921.txt","meyer_pescara_1887.txt",5
"strindberg_magd_1921.txt","flaubert_schule_1870.txt",4
"strindberg_magd_1921.txt","dickens_zwei_1859.txt",3
"strindberg_magd_1921.txt","mann_zauberberg_1924.txt",2
"strindberg_magd_1921.txt","kretzer_timpe_1888.txt",1
"strindberg_inselbauern_1918.txt","raabe_odfeld_1889.txt",10
"strindberg_inselbauern_1918.txt","schubin_vollmondzauber02_1899.txt",9
"strindberg_inselbauern_1918.txt","hesse_Rad_1906.txt",8
"strindberg_inselbauern_1918.txt","storm_basch_1887.txt",7
"strindberg_inselbauern_1918.txt","walser_Schlacht_1908.txt",6
"strindberg_inselbauern_1918.txt","achleitner_bergrichters_1900.txt",5
"strindberg_inselbauern_1918.txt","dickens_zwei_1859.txt",4
"strindberg_inselbauern_1918.txt","schubin_etiquette_1887.txt",3
"strindberg_inselbauern_1918.txt","hoffmann_nacht.txt",2
"strindberg_inselbauern_1918.txt","storm_schimmelreiter_1888.txt",1
"achleitner_bergrichters_1900.txt","achleitner_celsissimus_1901.txt",10
"achleitner_bergrichters_1900.txt","raabe_odfeld_1889.txt",9
"achleitner_bergrichters_1900.txt","achleitner_tann_1897.txt",8
"achleitner_bergrichters_1900.txt","strindberg_inselbauern_1918.txt",7
"achleitner_bergrichters_1900.txt","lasswitz_planeten02_1897.txt",6
"achleitner_bergrichters_1900.txt","walser_Schlacht_1908.txt",5
"achleitner_bergrichters_1900.txt","schubin_etiquette_1887.txt",4
"achleitner_bergrichters_1900.txt","schubin_vollmondzauber02_1899.txt",3
"achleitner_bergrichters_1900.txt","mann_venedig_1913.txt",2
"achleitner_bergrichters_1900.txt","grillparzer_kloster_1827.txt",1
"kraft_medizinmann_1896.txt","tolstoy_herr_1916.txt",10
"kraft_medizinmann_1896.txt","hamsun_sklaven_1922.txt",9
"kraft_medizinmann_1896.txt","dickens_zwei_1859.txt",8
"kraft_medizinmann_1896.txt","kafka_strafkolonie_1919.txt",7
"kraft_medizinmann_1896.txt","schnitzler_traumnovelle_1926.txt",6
"kraft_medizinmann_1896.txt","dickens_twist_1111.txt",5
"kraft_medizinmann_1896.txt","storm_schimmelreiter_1888.txt",4
"kraft_medizinmann_1896.txt","kafka_verwandlung_1915.txt",3
"kraft_medizinmann_1896.txt","schreiner_halket_1898.txt",2
"kraft_medizinmann_1896.txt","hesse_Rad_1906.txt",1
"schubin_etiquette_1887.txt","schubin_vollmondzauber02_1899.txt",10
"schubin_etiquette_1887.txt","raabe_odfeld_1889.txt",9
"schubin_etiquette_1887.txt","hauptmann_bahnwaerter_1892.txt",8
"schubin_etiquette_1887.txt","grillparzer_kloster_1827.txt",7
"schubin_etiquette_1887.txt","meyer_borgia_1891.txt",6
"schubin_etiquette_1887.txt","flaubert_bovary_1857.txt",5
"schubin_etiquette_1887.txt","meyer_monchs_1884.txt",4
"schubin_etiquette_1887.txt","wassermann_spiegel_1911.txt",3
"schubin_etiquette_1887.txt","hesse_Rad_1906.txt",2
"schubin_etiquette_1887.txt","flaubert_schule_1870.txt",1
"sapper_kriegsbuchlein_1914.txt","heiberg_grevinde_1898.txt",10
"sapper_kriegsbuchlein_1914.txt","brod_beer_1912.txt",9
"sapper_kriegsbuchlein_1914.txt","kretzer_timpe_1888.txt",8
"sapper_kriegsbuchlein_1914.txt","heiberg_frau_1886.txt",7
"sapper_kriegsbuchlein_1914.txt","mann_tonio_1903.txt",6
"sapper_kriegsbuchlein_1914.txt","mann_tristan_1903.txt",5
"sapper_kriegsbuchlein_1914.txt","dickens_zwei_1859.txt",4
"sapper_kriegsbuchlein_1914.txt","falke_durchschnitt_1892.txt",3
"sapper_kriegsbuchlein_1914.txt","lasswitz_seife_1890.txt",2
"sapper_kriegsbuchlein_1914.txt","mann_zauberberg_1924.txt",1
"heiberg_todsunden_1891.txt","akunian_bittersuess_1891.txt",10
"heiberg_todsunden_1891.txt","bonsels_maja_1912.txt",9
"heiberg_todsunden_1891.txt","heiberg_grevinde_1898.txt",8
"heiberg_todsunden_1891.txt","heiberg_frau_1886.txt",7
"heiberg_todsunden_1891.txt","bierbaum_stilpe_1897.txt",6
"heiberg_todsunden_1891.txt","tolstoy_anna1_1920.txt",5
"heiberg_todsunden_1891.txt","brod_beer_1912.txt",4
"heiberg_todsunden_1891.txt","sapper_dummerle_1905.txt",3
"heiberg_todsunden_1891.txt","heiberg_charaktere_1901.txt",2
"heiberg_todsunden_1891.txt","kafka_amerika_1925.txt",1
"polenz_buettnerbauer_1895.txt","schubin_vollmondzauber01_1899.txt",10
"polenz_buettnerbauer_1895.txt","keyserling_beatemareile_1903.txt",9
"polenz_buettnerbauer_1895.txt","falke_durchschnitt_1892.txt",8
"polenz_buettnerbauer_1895.txt","kretzer_timpe_1888.txt",7
"polenz_buettnerbauer_1895.txt","mann_zauberberg_1924.txt",6
"polenz_buettnerbauer_1895.txt","flaubert_schule_1870.txt",5
"polenz_buettnerbauer_1895.txt","storm_basch_1887.txt",4
"polenz_buettnerbauer_1895.txt","flaubert_bovary_1857.txt",3
"polenz_buettnerbauer_1895.txt","mann_tonio_1903.txt",2
"polenz_buettnerbauer_1895.txt","strindberg_magd_1921.txt",1
"storm_riew_1885.txt","hamsun_sklaven_1922.txt",10
"storm_riew_1885.txt","storm_doppelgaenger_1887.txt",9
"storm_riew_1885.txt","schnitzler_traumnovelle_1926.txt",8
"storm_riew_1885.txt","tolstoy_herr_1916.txt",7
"storm_riew_1885.txt","schreiner_halket_1898.txt",6
"storm_riew_1885.txt","heiberg_frau_1886.txt",5
"storm_riew_1885.txt","dickens_zwei_1859.txt",4
"storm_riew_1885.txt","storm_schimmelreiter_1888.txt",3
"storm_riew_1885.txt","schnitzler_tanzerin_1905.txt",2
"storm_riew_1885.txt","dickens_twist_1111.txt",1
"sapper_vater_1915.txt","akunian_fluegel_1895.txt",10
"sapper_vater_1915.txt","akunian_bittersuess_1891.txt",9
"sapper_vater_1915.txt","sapper_dummerle_1905.txt",8
"sapper_vater_1915.txt","tolstoy_anna1_1920.txt",7
"sapper_vater_1915.txt","sapper_pfaffling_1907.txt",6
"sapper_vater_1915.txt","bonsels_maja_1912.txt",5
"sapper_vater_1915.txt","hamsun_weiber_1922.txt",4
"sapper_vater_1915.txt","sturza_geluebde_1905.txt",3
"sapper_vater_1915.txt","heiberg_charaktere_1901.txt",2
"sapper_vater_1915.txt","conradi_adam_1889.txt",1
"conradi_adam_1889.txt","akunian_bittersuess_1891.txt",10
"conradi_adam_1889.txt","kafka_prozess_1925.txt",9
"conradi_adam_1889.txt","akunian_fluegel_1895.txt",8
"conradi_adam_1889.txt","heiberg_todsunden_1891.txt",7
"conradi_adam_1889.txt","kafka_urteil_1913.txt",6
"conradi_adam_1889.txt","sapper_vater_1915.txt",5
"conradi_adam_1889.txt","dostoevskij_idiot.txt",4
"conradi_adam_1889.txt","bierbaum_stilpe_1897.txt",3
"conradi_adam_1889.txt","bonsels_maja_1912.txt",2
"conradi_adam_1889.txt","sapper_dummerle_1905.txt",1
"sapper_pfaffling_1907.txt","heiberg_charaktere_1901.txt",10
"sapper_pfaffling_1907.txt","sapper_dummerle_1905.txt",9
"sapper_pfaffling_1907.txt","bonsels_maja_1912.txt",8
"sapper_pfaffling_1907.txt","tolstoy_anna1_1920.txt",7
"sapper_pfaffling_1907.txt","akunian_fluegel_1895.txt",6
"sapper_pfaffling_1907.txt","sturza_geluebde_1905.txt",5
"sapper_pfaffling_1907.txt","sapper_vater_1915.txt",4
"sapper_pfaffling_1907.txt","akunian_bittersuess_1891.txt",3
"sapper_pfaffling_1907.txt","goethe_lehr.txt",2
"sapper_pfaffling_1907.txt","dickens_weihnachts_1843.txt",1
"may_wuste_1892.txt","may_kurdistan_1892.txt",10
"may_wuste_1892.txt","dostoevskij_idiot.txt",9
"may_wuste_1892.txt","schnitzler_tanzerin_1905.txt",8
"may_wuste_1892.txt","storm_doppelgaenger_1887.txt",7
"may_wuste_1892.txt","andreas_fenitschka_1898.txt",6
"may_wuste_1892.txt","kafka_urteil_1913.txt",5
"may_wuste_1892.txt","conradi_adam_1889.txt",4
"may_wuste_1892.txt","kafka_prozess_1925.txt",3
"may_wuste_1892.txt","musil_toerless.txt",2
"may_wuste_1892.txt","kafka_amerika_1925.txt",1
"falke_durchschnitt_1892.txt","polenz_buettnerbauer_1895.txt",10
"falke_durchschnitt_1892.txt","keyserling_beatemareile_1903.txt",9
"falke_durchschnitt_1892.txt","mann_tristan_1903.txt",8
"falke_durchschnitt_1892.txt","schubin_vollmondzauber01_1899.txt",7
"falke_durchschnitt_1892.txt","mann_tonio_1903.txt",6
"falke_durchschnitt_1892.txt","kretzer_timpe_1888.txt",5
"falke_durchschnitt_1892.txt","mann_zauberberg_1924.txt",4
"falke_durchschnitt_1892.txt","meyer_pescara_1887.txt",3
"falke_durchschnitt_1892.txt","sapper_kriegsbuchlein_1914.txt",2
"falke_durchschnitt_1892.txt","flaubert_schule_1870.txt",1
"storm_schimmelreiter_1888.txt","tolstoy_herr_1916.txt",10
"storm_schimmelreiter_1888.txt","dickens_twist_1111.txt",9
"storm_schimmelreiter_1888.txt","dickens_zwei_1859.txt",8
"storm_schimmelreiter_1888.txt","hesse_Rad_1906.txt",7
"storm_schimmelreiter_1888.txt","kraft_medizinmann_1896.txt",6
"storm_schimmelreiter_1888.txt","hamsun_sklaven_1922.txt",5
"storm_schimmelreiter_1888.txt","storm_riew_1885.txt",4
"storm_schimmelreiter_1888.txt","storm_basch_1887.txt",3
"storm_schimmelreiter_1888.txt","wassermann_moloch_1902.txt",2
"storm_schimmelreiter_1888.txt","schubin_vollmondzauber02_1899.txt",1
"sturza_geluebde_1905.txt","heiberg_charaktere_1901.txt",10
"sturza_geluebde_1905.txt","akunian_fluegel_1895.txt",9
"sturza_geluebde_1905.txt","sapper_pfaffling_1907.txt",8
"sturza_geluebde_1905.txt","tolstoy_anna1_1920.txt",7
"sturza_geluebde_1905.txt","hamsun_weiber_1922.txt",6
"sturza_geluebde_1905.txt","sapper_vater_1915.txt",5
"sturza_geluebde_1905.txt","bonsels_maja_1912.txt",4
"sturza_geluebde_1905.txt","falke_nebel_1899.txt",3
"sturza_geluebde_1905.txt","sapper_dummerle_1905.txt",2
"sturza_geluebde_1905.txt","bierbaum_stilpe_1897.txt",1
"storm_basch_1887.txt","kretzer_timpe_1888.txt",10
"storm_basch_1887.txt","schubin_vollmondzauber01_1899.txt",9
"storm_basch_1887.txt","strindberg_inselbauern_1918.txt",8
"storm_basch_1887.txt","hesse_Rad_1906.txt",7
"storm_basch_1887.txt","dickens_zwei_1859.txt",6
"storm_basch_1887.txt","storm_schimmelreiter_1888.txt",5
"storm_basch_1887.txt","schubin_vollmondzauber02_1899.txt",4
"storm_basch_1887.txt","schnitzler_casanova_1918.txt",3
"storm_basch_1887.txt","polenz_buettnerbauer_1895.txt",2
"storm_basch_1887.txt","keyserling_beatemareile_1903.txt",1
"wassermann_vierzig_1913.txt","wassermann_moloch_1902.txt",10
"wassermann_vierzig_1913.txt","meyer_borgia_1891.txt",9
"wassermann_vierzig_1913.txt","meyer_richterin_1885.txt",8
"wassermann_vierzig_1913.txt","wassermann_spiegel_1911.txt",7
"wassermann_vierzig_1913.txt","strindberg_magd_1921.txt",6
"wassermann_vierzig_1913.txt","meyer_monchs_1884.txt",5
"wassermann_vierzig_1913.txt","hauptmann_bahnwaerter_1892.txt",4
"wassermann_vierzig_1913.txt","kafka_strafkolonie_1919.txt",3
"wassermann_vierzig_1913.txt","dickens_twist_1111.txt",2
"wassermann_vierzig_1913.txt","storm_schimmelreiter_1888.txt",1
"meyer_monchs_1884.txt","meyer_borgia_1891.txt",10
"meyer_monchs_1884.txt","grillparzer_kloster_1827.txt",9
"meyer_monchs_1884.txt","hauptmann_bahnwaerter_1892.txt",8
"meyer_monchs_1884.txt","wassermann_spiegel_1911.txt",7
"meyer_monchs_1884.txt","flaubert_herodias_1877.txt",6
"meyer_monchs_1884.txt","schubin_etiquette_1887.txt",5
"meyer_monchs_1884.txt","flaubert_schlichtes_1877.txt",4
"meyer_monchs_1884.txt","wassermann_moloch_1902.txt",3
"meyer_monchs_1884.txt","doeblin_butterblume_1913.txt",2
"meyer_monchs_1884.txt","schubin_vollmondzauber02_1899.txt",1
"meyer_borgia_1891.txt","meyer_monchs_1884.txt",10
"meyer_borgia_1891.txt","wassermann_spiegel_1911.txt",9
"meyer_borgia_1891.txt","grillparzer_kloster_1827.txt",8
"meyer_borgia_1891.txt","hauptmann_bahnwaerter_1892.txt",7
"meyer_borgia_1891.txt","schubin_etiquette_1887.txt",6
"meyer_borgia_1891.txt","flaubert_schlichtes_1877.txt",5
"meyer_borgia_1891.txt","flaubert_herodias_1877.txt",4
"meyer_borgia_1891.txt","wassermann_moloch_1902.txt",3
"meyer_borgia_1891.txt","doeblin_butterblume_1913.txt",2
"meyer_borgia_1891.txt","flaubert_legende_1877.txt",1
"meyer_richterin_1885.txt","wassermann_moloch_1902.txt",10
"meyer_richterin_1885.txt","wassermann_vierzig_1913.txt",9
"meyer_richterin_1885.txt","meyer_pescara_1887.txt",8
"meyer_richterin_1885.txt","dickens_twist_1111.txt",7
"meyer_richterin_1885.txt","meyer_borgia_1891.txt",6
"meyer_richterin_1885.txt","meyer_monchs_1884.txt",5
"meyer_richterin_1885.txt","flaubert_schule_1870.txt",4
"meyer_richterin_1885.txt","flaubert_bovary_1857.txt",3
"meyer_richterin_1885.txt","storm_schimmelreiter_1888.txt",2
"meyer_richterin_1885.txt","strindberg_magd_1921.txt",1
"meyer_pescara_1887.txt","mann_tristan_1903.txt",10
"meyer_pescara_1887.txt","schubin_vollmondzauber01_1899.txt",9
"meyer_pescara_1887.txt","mann_zauberberg_1924.txt",8
"meyer_pescara_1887.txt","flaubert_schule_1870.txt",7
"meyer_pescara_1887.txt","mann_tonio_1903.txt",6
"meyer_pescara_1887.txt","strindberg_magd_1921.txt",5
"meyer_pescara_1887.txt","flaubert_bovary_1857.txt",4
"meyer_pescara_1887.txt","keyserling_beatemareile_1903.txt",3
"meyer_pescara_1887.txt","heiberg_frau_1886.txt",2
"meyer_pescara_1887.txt","dickens_zwei_1859.txt",1
"keyserling_beatemareile_1903.txt","polenz_buettnerbauer_1895.txt",10
"keyserling_beatemareile_1903.txt","falke_durchschnitt_1892.txt",9
"keyserling_beatemareile_1903.txt","schubin_vollmondzauber01_1899.txt",8
"keyserling_beatemareile_1903.txt","kretzer_timpe_1888.txt",7
"keyserling_beatemareile_1903.txt","flaubert_schule_1870.txt",6
"keyserling_beatemareile_1903.txt","flaubert_bovary_1857.txt",5
"keyserling_beatemareile_1903.txt","meyer_pescara_1887.txt",4
"keyserling_beatemareile_1903.txt","storm_basch_1887.txt",3
"keyserling_beatemareile_1903.txt","mann_tristan_1903.txt",2
"keyserling_beatemareile_1903.txt","mann_tonio_1903.txt",1
"goethe_werther.txt","walser_geschwister_1907.txt",10
"goethe_werther.txt","fontane_stechlin_1899.txt",9
"goethe_werther.txt","fontane_irrungen_1888.txt",8
"goethe_werther.txt","spyri_heidilehr_1880.txt",7
"goethe_werther.txt","walser_prosastücke_1917.txt",6
"goethe_werther.txt","spyri_heidibrauchen_1881.txt",5
"goethe_werther.txt","hesse_knulp_1915.txt",4
"goethe_werther.txt","goethe_lehr.txt",3
"goethe_werther.txt","reventlow_dames_1913.txt",2
"goethe_werther.txt","goethe_faust1.txt",1
"goethe_farbenlehre.txt","hoffmann_zaches.txt",10
"goethe_farbenlehre.txt","heyking_erzaehlungen_1918.txt",9
"goethe_farbenlehre.txt","lasswitz_planeten01_1897.txt",8
"goethe_farbenlehre.txt","altenberg_prodromos_1906.txt",7
"goethe_farbenlehre.txt","lasswitz_seife_1890.txt",6
"goethe_farbenlehre.txt","keller_sinngedicht_1882.txt",5
"goethe_farbenlehre.txt","hoffmann_topf.txt",4
"goethe_farbenlehre.txt","fontane_wuthenow_1883.txt",3
"goethe_farbenlehre.txt","meissner_prinzessin_1882.txt",2
"goethe_farbenlehre.txt","bonsels_himmelsvolk_1915.txt",1
"goethe_wahlverwandtschaften.txt","goethe_lehr.txt",10
"goethe_wahlverwandtschaften.txt","walser_prosastücke_1917.txt",9
"goethe_wahlverwandtschaften.txt","walser_gehuelfe_1908.txt",8
"goethe_wahlverwandtschaften.txt","dickens_weihnachts_1843.txt",7
"goethe_wahlverwandtschaften.txt","falke_nebel_1899.txt",6
"goethe_wahlverwandtschaften.txt","heiberg_charaktere_1901.txt",5
"goethe_wahlverwandtschaften.txt","preuschen_yoshiwara_1920.txt",4
"goethe_wahlverwandtschaften.txt","walser_geschwister_1907.txt",3
"goethe_wahlverwandtschaften.txt","goethe_wander.txt",2
"goethe_wahlverwandtschaften.txt","bonsels_himmelsvolk_1915.txt",1
"goethe_italiensche.txt","walser_kleine_1914.txt",10
"goethe_italiensche.txt","flaubert_november_1842.txt",9
"goethe_italiensche.txt","walser_spaziergang_1917.txt",8
"goethe_italiensche.txt","goethe_wander.txt",7
"goethe_italiensche.txt","fontane_reise_1894.txt",6
"goethe_italiensche.txt","goethe_farbenlehre.txt",5
"goethe_italiensche.txt","brodkafka_samuel_1912.txt",4
"goethe_italiensche.txt","raabe_akten_1896.txt",3
"goethe_italiensche.txt","raabe_stopfkuchen_1891.txt",2
"goethe_italiensche.txt","fontane_wuthenow_1883.txt",1
"goethe_lehr.txt","goethe_wahlverwandtschaften.txt",10
"goethe_lehr.txt","walser_prosastücke_1917.txt",9
"goethe_lehr.txt","walser_gehuelfe_1908.txt",8
"goethe_lehr.txt","dickens_weihnachts_1843.txt",7
"goethe_lehr.txt","heiberg_charaktere_1901.txt",6
"goethe_lehr.txt","falke_nebel_1899.txt",5
"goethe_lehr.txt","bonsels_himmelsvolk_1915.txt",4
"goethe_lehr.txt","sapper_pfaffling_1907.txt",3
"goethe_lehr.txt","fontane_wuthenow_1883.txt",2
"goethe_lehr.txt","walser_geschwister_1907.txt",1
"goethe_wander.txt","fontane_wuthenow_1883.txt",10
"goethe_wander.txt","spyri_heidibrauchen_1881.txt",9
"goethe_wander.txt","walser_prosastücke_1917.txt",8
"goethe_wander.txt","walser_spaziergang_1917.txt",7
"goethe_wander.txt","walser_kleine_1914.txt",6
"goethe_wander.txt","goethe_wahlverwandtschaften.txt",5
"goethe_wander.txt","goethe_faust2.txt",4
"goethe_wander.txt","goethe_lehr.txt",3
"goethe_wander.txt","walser_geschwister_1907.txt",2
"goethe_wander.txt","goethe_werther.txt",1
"goethe_faust2.txt","fontane_wuthenow_1883.txt",10
"goethe_faust2.txt","altenberg_prodromos_1906.txt",9
"goethe_faust2.txt","walser_gehuelfe_1908.txt",8
"goethe_faust2.txt","goethe_wander.txt",7
"goethe_faust2.txt","goethe_faust1.txt",6
"goethe_faust2.txt","lasswitz_seife_1890.txt",5
"goethe_faust2.txt","goethe_wahlverwandtschaften.txt",4
"goethe_faust2.txt","goethe_lehr.txt",3
"goethe_faust2.txt","hoffmann_zaches.txt",2
"goethe_faust2.txt","dickens_weihnachts_1843.txt",1
"goethe_faust1.txt","fontane_wuthenow_1883.txt",10
"goethe_faust1.txt","goethe_werther.txt",9
"goethe_faust1.txt","goethe_faust2.txt",8
"goethe_faust1.txt","heiberg_charaktere_1901.txt",7
"goethe_faust1.txt","sapper_pfaffling_1907.txt",6
"goethe_faust1.txt","akunian_bittersuess_1891.txt",5
"goethe_faust1.txt","heiberg_grevinde_1898.txt",4
"goethe_faust1.txt","lasswitz_seife_1890.txt",3
"goethe_faust1.txt","walser_gehuelfe_1908.txt",2
"goethe_faust1.txt","bierbaum_stilpe_1897.txt",1
"dery_liebe_1896.txt","spyri_heidibrauchen_1881.txt",10
"dery_liebe_1896.txt","fontane_irrungen_1888.txt",9
"dery_liebe_1896.txt","goethe_faust2.txt",8
"dery_liebe_1896.txt","walser_geschwister_1907.txt",7
"dery_liebe_1896.txt","goethe_werther.txt",6
"dery_liebe_1896.txt","fontane_stechlin_1899.txt",5
"dery_liebe_1896.txt","goethe_wander.txt",4
"dery_liebe_1896.txt","goethe_wahlverwandtschaften.txt",3
"dery_liebe_1896.txt","goethe_faust1.txt",2
"dery_liebe_1896.txt","spyri_heidilehr_1880.txt",1
"raabe_stopfkuchen_1891.txt","raabe_akten_1896.txt",10
"raabe_stopfkuchen_1891.txt","fontane_reise_1894.txt",9
